price,square footage,rooms,floor,build_year,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Mogilany,district_Niepołomice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Skawina,district_Stare Miasto,district_Swoszowice,district_Wieliczka,district_Wielka Wieś,district_Wzgórza Krzesławickie,district_Zielonki,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki,extras_balcony,extras_garage,extras_lift,extras_garden,extras_basement,extras_air_conditioning,house_type_apartment,house_type_block,house_type_house,house_type_infill,house_type_loft,house_type_ribbon,house_type_tenement,heating_boiler_room,heating_electrical,heating_gas,heating_other,heating_urban,condidtion_ready_to_use,condidtion_to_completion,condidtion_to_renovation
940000.0,59.0,3.0,3.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
940000.0,52.0,2.0,4.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
885000.0,60.0,3.0,5.0,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
759000.0,39.0,2.0,2.0,2026.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1450000.0,100.0,5.0,0.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
463388.0,37.0,2.0,0.0,2027.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
790000.0,50.0,3.0,2.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1153837.0,66.0,3.0,1.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
995000.0,46.0,2.0,3.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
790000.0,63.0,3.0,8.0,1978.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
639000.0,40.0,2.0,8.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
549000.0,34.0,2.0,1.0,2025.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
699000.0,39.0,2.0,2.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
799000.0,48.0,2.0,0.0,2018.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
