id,title,price,currency,square footage,rooms,floor,district
67852654,Dwa pokoje dla pary / Osiedle Fajny dom,750000.0,PLN,47.48,TWO,FIRST,Czyżyny
67852639,Mieszkanie 2-pokojowe z balkonem | 38 m² | NOHO,639000.0,PLN,38.04,TWO,THIRD,Bronowice
67852636,Kawalerka | Lindego 2 | 32 m² | NOHO,549000.0,PLN,32.01,THREE,FOURTH,Bronowice
67852630,Mieszkanie 2-pokojowe z balkonem | 29 m² | NOHO,507276.0,PLN,29.06,ONE,FIFTH,Bronowice
67852619,2-pokojowe Lindego 2 | 37 m² | NOHO,699000.0,PLN,36.73,TWO,FIFTH,Bronowice
67852614,BEZ PROWIZJI | 29 m² | Bronowice | 6. piętro,515555.55,PLN,29.08,ONE,SEVENTH,Bronowice
67289125,[Bezpośrednio] Dwupokojowe mieszkanie na os. Oświecenia,725000.0,PLN,53.83,TWO,FIRST,Mistrzejowice
67852608,"Kawalerka | 25,64 m² Lindego 2  | NOHO",526295.0,PLN,25.64,ONE,SEVENTH,Bronowice
67852602,Mieszkanie 2-pokojowe z balkonem | 37 m² | NOHO,699000.0,PLN,36.99,TWO,FIFTH,Bronowice
67852596,Płaszów | ul. Saska |przepiękne 4-pokojowe mieszkanie z tarasem,1208429.0,PLN,67.51,FOUR,GROUND,Podgórze
67807219,❇️ Inwestycja ❇️ Przy Korporacji ❇️ Stabilny Najem,938765.0,PLN,63.43,THREE,FIRST,Prądnik Czerwony
67803621,❇️ Top Lokalizacja!  ❇️ Przy Parku  ❇️ Tramwaj,1768210.0,PLN,92.03,FOUR,FIRST,Prądnik Czerwony
67852589,Spokojne osiedle nieopodal centrum miasta/0%,1094470.0,PLN,77.0,FOUR,FIRST,Prądnik Biały
67852587,Centrum miasta na wyciągnięcie ręki | 0%,926000.0,PLN,72.0,THREE,ABOVE_TENTH,Mistrzejowice
67852588,Miejska wygoda w przyjaznym sąsiedztwie/0%,492000.0,PLN,50.0,TWO,GROUND,Mistrzejowice
67852586,Stare Miasto | ok. ul. Długa | LOFT w stanie deweloperskim | 28m2,499000.0,PLN,28.45,ONE,THIRD,Stare Miasto
67442743,3 pokojowe | Wzgórza | Bez prowizji,699000.0,PLN,61.17,THREE,GROUND,Wzgórza Krzesławickie
67852543,"3 pokoje po generalnym remoncie | 44,5 m² | gotowe do zamieszkania",709995.0,PLN,44.5,THREE,THIRD,Bieżanów-Prokocim
67087493,"Apartament 116,06 m2 z tarasem w centrum miasta - 0% PCC",2533000.0,PLN,116.06,FOUR,THIRD,Grzegórzki
67782513,"Sprzedam mieszkanie 2 pokojowe, możliwe 2 garsonierki + balkon.",799000.0,PLN,49.53,TWO,THIRD,Stare Miasto
67852522,Stare Miasto | apartament wysoki standard | idealne na wynajem,1049000.0,PLN,34.05,TWO,GROUND,Stare Miasto
67852516,3 pokoje I balkon I Klima I Dolina Prądnika,695000.0,PLN,49.24,THREE,FIRST,Prądnik Biały
67852512,4 pokoje | duży taras | garaż | Górka Narodowa,999000.0,PLN,70.6,FOUR,THIRD,Prądnik Biały
67852486,Kompaktowe 3 pokoje. Łazienka po remoncie.,579000.0,PLN,46.2,THREE,THIRD,Bieżanów-Prokocim
67795611,Zwierzyniecka/ 2 balkony/piwnica/miejsce  posto,730000.0,PLN,29.0,ONE,THIRD,Stare Miasto
67848021,"37m2, z ogromnym potencjałem, do remontu- Azory",520000.0,PLN,37.4,TWO,SECOND,Prądnik Biały
67441158,KAPELANKA- 2pokojowe mieszkanie w stanie deweloperskim,839421.0,PLN,45.87,TWO,SECOND,Dębniki
67852441,3 pokoje| nowe| balkon| parking|kom.lok.| Mistrzejowice,787000.0,PLN,60.08,THREE,FOURTH,Mistrzejowice
96785291300067,Do zamieszkania| 2 pokoje |poddasze|bez czynszu|Biezanów,677000.0,PLN,46.0,TWO,SECOND,Bieżanów-Prokocim
67852412,Stare Miasto | komfortowe STUDIO z antresolą | po remoncie | 35m2,680000.0,PLN,35.0,ONE,GROUND,Stare Miasto
67852402,87 mkw na Starym Mieście przynosi 12.000 zł miesięcznie!,1799000.0,PLN,87.0,FOUR,THIRD,Stare Miasto
67852380,Na sprzedaż mieszkanie 2-pokojowe Kraków,799000.0,PLN,48.0,TWO,GROUND,Bieżanów-Prokocim
67852381,Dwupokojowe mieszkanie do remontu,649000.0,PLN,48.11,TWO,GROUND,Prądnik Czerwony
67852370,Stare Miasto | pokój z kuchnią | 30m2 | I piętro | zadbany budynek,540000.0,PLN,30.13,ONE,FIRST,Stare Miasto
67546882,Apartament premium z tarasem – Tarasy Verona,2189000.0,PLN,118.81,FOUR,TENTH,Bronowice
67830449,4 pokojowe mieszkanie - os Łagiewniki ulica Sowia - HSD Inwestycje,1640160.0,PLN,107.2,FOUR,GROUND,Łagiewniki-Borek Fałęcki
67852349,"Apartament 33 m² – Rakowicka, wysoki standard",928000.0,PLN,32.73,ONE,SIXTH,Stare Miasto
66292496,Nowe Branice | mieszkanie 3-pok. | M12,559625.0,PLN,44.77,THREE,SECOND,Nowa Huta
67838678,"Kalinowe, 3 pokoje, po remoncie",630000.0,PLN,44.11,THREE,TENTH,Bieńczyce
67040340,"48 m2, 2 pokoje z ogródkiem",520000.0,PLN,48.0,TWO,GROUND,Swoszowice
67721400,"Dwupokojowe z balkonem, windą i bez piecyka",620000.0,PLN,42.0,TWO,FOURTH,Nowa Huta
67852319,Oddany w 2026 roku | do wykończenia | prestiżowe,739000.0,PLN,49.24,THREE,GROUND,Podgórze Duchackie
67852317,l Po remoncie | Kawalerka l Balkon | Lokalizacja l,375000.0,PLN,25.0,ONE,THIRD,Podgórze
67714408,"3 pokoje | balkon | winda | zieleń | os. Piastów | 64,93 m²",869000.0,PLN,65.0,THREE,THIRD,Mistrzejowice
67852277,3pokoje w sercu Nowej Huty|balkon|winda|P.Szwedzki,799000.0,PLN,65.75,THREE,FIFTH,Nowa Huta
67470629,2 pokoje na krakowskim Podgórzu Duchackim!,699000.0,PLN,52.39,TWO,THIRD,Podgórze Duchackie
67852207,sup525818,643000.2,PLN,80.4,THREE,SECOND,Krowodrza
67852191,Angel City | 2-pokojowe mieszkanie | 35m2 | idealne pod inwestycję,870000.0,PLN,35.0,TWO,FIFTH,Stare Miasto
67852188,Mieszkanie na sprzedaż – 3 pokoje z balkonem,630000.0,PLN,50.0,THREE,SEVENTH,Bieńczyce
67852076,Wyjątkowy Apartament 139m2 | Wola Justowska,2490000.0,PLN,139.0,FOUR,FIRST,Zwierzyniec
67852073,Aleja Pokoju | Grzegórzki | 2pok | pets | ENG,815000.0,PLN,48.0,TWO,EIGHTH,Grzegórzki
67815485,"Cisza, spokój  3- pokoje, balkon i ogródek, idealne dla rodzin",795285.0,PLN,57.72,THREE,SECOND,Łagiewniki-Borek Fałęcki
67852063,2 pokojowe mieszkanie w Pobliżu Centrum Krakowa,649000.0,PLN,42.0,TWO,FOURTH,Stare Miasto
67852038,Gotowe do odbioru mieszkanie 2 pokojowe,725000.0,PLN,43.24,TWO,FIRST,Podgórze
67852039,4 pokoje + ogród 20 m2 + garaż gotowe do odbioru,994000.0,PLN,63.03,FOUR,GROUND,Podgórze
67815439,"Nowy apartament wykończony, umeblowany - 4 pokoje , 74m2",1268000.0,PLN,74.0,FOUR,FIRST,Dębniki
67852035,1M| INWESTYCYJNE| blisko terenów zielonych| TYLKO U NAS!,219000.0,PLN,16.0,ONE,FIRST,Swoszowice
67852020,"2 Pok Ok 35,4 M2 Blisko Centrum Z Dużym Balkonem",899000.0,PLN,36.0,TWO,SECOND,Krowodrza
67852019,"3pok (oddzielne) ok 55,7m2 Podgórze Duchackie",749000.0,PLN,55.7,THREE,TENTH,Podgórze Duchackie
67759771,✩ 3 POKOJE ✩ wysoki standard ✩ BALKON ✩ tramwaj ✩,817000.0,PLN,54.5,THREE,GROUND,Nowa Huta
67759779,✩ 4pokoje ✩ 2 BALKONY ✩ osobna kuchnia ✩ PO REMONCIE ✩,920000.0,PLN,67.5,FOUR,GROUND,Podgórze Duchackie
67760831,✩ 3 pokoje ✩ BALKON ✩ blok 2017r ✩ KLIMATYZACJA,935000.0,PLN,55.83,THREE,SIXTH,Czyżyny
67781490,✩ Blok 2022r ✩ WIDOK NA WAWEL ✩ balkon ✩ 2 WINDY ✩,1099999.0,PLN,46.73,TWO,TENTH,Bronowice
67788132,✩ 3 pokoje ✩ BALKON ✩ po remoncie ✩ WINDA,699000.0,PLN,45.23,THREE,EIGHTH,Bieńczyce
67809813,✩ 3 pokoje ✩ BALKON ✩ blok 2017r ✩ KLIMATYZACJA,935000.0,PLN,55.83,THREE,SIXTH,Czyżyny
67738511,"Dąbie: Widok na zieleń, 100m od Bulwarów",679000.0,PLN,43.5,TWO,FIRST,Grzegórzki
67376137,Ciche mieszkanie blisko Bonarki Kraków,459000.0,PLN,36.0,ONE,FIRST,Podgórze Duchackie
67161228,4 pokoje | Świetny układ | 80 m² | Balkon,819000.0,PLN,80.84,FOUR,SECOND,Bieżanów-Prokocim
67851979,"Piękny widok, zielone otoczenie",699000.0,PLN,52.5,TWO,NINTH,Bieżanów-Prokocim
67851955,Stare Miasto | apartament 115m2 w zadbanej kamienicy z windą | balkon,2625000.0,PLN,115.0,FOUR,THIRD,Stare Miasto
67851953,Jasna kawalerka z osobną kuchnią po generalnym remoncie!,429000.0,PLN,25.4,ONE,FOURTH,Bieżanów-Prokocim
67819359,4 pokoje + ogród | kamerlane i zakmnięte osiedle,1090000.0,PLN,62.0,FOUR,GROUND,Zwierzyniec
67851938,3 pokoje po remoncie | duży balkon | bez prowizji,779000.0,PLN,63.75,THREE,FOURTH,Mistrzejowice
67803398,"Gotowe 2 pokoje, Noho, sala kinowa, siłownia",628000.0,PLN,38.04,TWO,THIRD,Bronowice
67772064,4 pokoje | taras z widokiem na Las Wolski | gotowe,1775000.0,PLN,89.24,FOUR,SIXTH,Bronowice
67696069,Gotowiec inwestycyjny | 3 min od Wawelu,1999000.0,PLN,112.0,FOUR,GROUND,Stare Miasto
67690778,Wyjątkowe mieszkanie z pięknym widokiem,1580000.0,PLN,64.0,THREE,SECOND,Zwierzyniec
96785241200067,Stare Miasto | komfortowe STUDIO z antresolą | po remoncie | 35m2,680000.0,PLN,35.0,ONE,GROUND,Stare Miasto
67698286,Wyjątkowe mieszkanie z pięknym widokiem,1799000,PLN,77.0,THREE,SECOND,Zwierzyniec
67631945,"Gotowa kawalerka, Noho, sala kinowa, siłownia",507000,PLN,29.08,ONE,FIFTH,Bronowice
67629052,"Gotowe 2 pokoje + ogród, Noho Lindego, siłownia",626596,PLN,36.43,TWO,GROUND,Bronowice
67714305,3 pokoje + balkon miejsce postojowe Park Reduta świetna inwestycja,929000,PLN,59.92,THREE,FIRST,Prądnik Czerwony
67677673,ul. Kozia 5 |Mieszkanie 43.5m2|Balkon|Garaż|Płaszów|Bagry|,735000,PLN,43.48,TWO,THIRD,Podgórze
67851931,"55 m², 2 pokoje z Klimatyzacją i parkingiem – ul.",710000,PLN,55.0,TWO,SECOND,Bieńczyce
67851929,Gotowe Mieszkanie Blisko Galerii | Rabat | Bez Pcc,932400,PLN,63.0,TWO,THIRD,Podgórze Duchackie
67851930,Gotowe| Ogródek 23 m2 | Bez Pcc | 0% prowizji,611988,PLN,39.23,TWO,GROUND,Podgórze Duchackie
67025850,Gotowa kawalerka w sercu Krakowa!,699000,PLN,39.0,ONE,,Stare Miasto
67851919,2-pokojowe mieszkanie z oddzielną kuchnią na Kazimierzu | 43m2,849000,PLN,43.0,TWO,THIRD,Stare Miasto
67838775,"Sprzedam klimatyczne, poddaszowe mieszkanie/Ruczaj",529000,PLN,33.3,TWO,FOURTH,Dębniki
67851781,Dwupoziomowe 4-Pok Mieszkanie Z Balkonem | Ruczaj,1090000,PLN,91.1,FOUR,THIRD,Dębniki
67851780,KALWARYJSKA - NOWE MIESZKANIA W ODNOWIONEJ KAMIENICY!!,579000,PLN,34.05,TWO,,Podgórze
67849854,3 pokoje w Borku Falęckim,1320000,PLN,101.5,THREE,SECOND,Łagiewniki-Borek Fałęcki
67851769,ul. Halszki | 2-pokojowe mieszkanie z balkonem | oddzielna kuchnia,699000,PLN,55.0,TWO,SECOND,Podgórze Duchackie
67392431,3-pokojowe mieszkanie z loggią- Zawodzie,938000,PLN,74.0,THREE,THIRD,Prądnik Biały
67733273,"Prestiżowa lokalizacja, Widok na Wawel, Kazimierz",985000,PLN,50.5,TWO,FOURTH,Stare Miasto
67849492,"Gustowne, Zadbane 2-Pokojowe Na Ruczaju",780000,PLN,44.0,TWO,FIRST,Dębniki
67813399,"Nowoczesne 3 pok 53 m2, Klimatyzacja, Bohomolca",980000,PLN,53.29,THREE,FIFTH,Prądnik Czerwony
67803699,Mieszkanie 2-pokojowe w Nowej Hucie,705000,PLN,49.37,TWO,SECOND,Nowa Huta
67851729,"Do wejścia, po remoncie, Czyżyny ul. Centralna 51",930000,PLN,67.0,THREE,EIGHTH,Czyżyny
67836791,gotowe | brak Pcc | tramwaj | promocja,810000,PLN,61.0,FOUR,THIRD,Mistrzejowice
67698941,2 pokoje | brak pcc | noho | tramwaj,638000,PLN,37.0,TWO,FOURTH,Bronowice
67823723,dwa balkony | dwa miejsca postojowe | salon 37 m2,1667000,PLN,92.0,FOUR,FOURTH,Czyżyny
67836790,gotowe | brak Pcc | ogródek | tramwaj,725000,PLN,51.0,THREE,GROUND,Mistrzejowice
67787014,Ładne mieszkanie 2 pokojowe z garażem przy szpitalu uniwersyteckim,699000,PLN,52.0,TWO,THIRD,Bieżanów-Prokocim
67815041,Gotowe 4 pokoje 87 m2-Zakrzówek-Pychowicka-Taras-Widok na zieleń,1508560,PLN,87.2,FOUR,FIRST,Dębniki
67811133,Mieszkanie 3 pokoje 75 m² | blisko centrum,899000,PLN,74.8,THREE,FIRST,Prądnik Czerwony
67851685,"2-pokoje, Górka Narodowa, Tramwaj",679525,PLN,38.83,TWO,THIRD,Prądnik Biały
67851684,"1/2 pokoje, Jasna, Duży balkon",504868,PLN,27.74,ONE,THIRD,Prądnik Biały
67782259,Nowe 2-pok. | Widok na Staw Dąbski | Dąbska Pools | Balkon | Garaż”,819900,PLN,40.64,TWO,FIRST,Grzegórzki
67588159,Bezpośrednio | Gotowe do zamieszkania | Wykończone,614000,PLN,29.99,ONE,SEVENTH,Czyżyny
67851646,Syndyk sprzeda mieszkanie w Krakowie przy ulicy Wądół 29,756000,PLN,80.0,FIVE,,Prądnik Biały
67848214,HSD Inwestycje - 4 pokoje - Ruczaj - Skotniki ulica Podgórki Tynieckie,799000,PLN,73.5,FOUR,FIRST,Dębniki
67851601,"2 - pokojowe 49m2, os. Urocze, osobna kuchnia, balkon, wysokie sufity",633000,PLN,49.0,TWO,FIRST,Nowa Huta
67693059,M3 przy zalewie Nowohuckim - Nowa Cena,549000,PLN,43.95,TWO,THIRD,Nowa Huta
67836883,HSD Inwestycje - 3 pokojowe mieszkanie - os Łagiewniki ulica Sowia,775000,PLN,50.0,THREE,FIRST,Łagiewniki-Borek Fałęcki
67847484,HSD Inwestycje - 3 pokoje - Ruczaj - Skotniki ulica Podgórki Tynieckie,599000,PLN,54.22,THREE,FIRST,Dębniki
67843279,HSD Inwestycje - 2 pokojowe mieszkanie Ruczaj-Skotniki,469000,PLN,38.56,TWO,FIRST,Dębniki
67658196,Mieszkkanie z ogródkiem + 2 miejsca postojowe 137 m2,999000,PLN,137.0,FIVE,GROUND,Podgórze
67814926,Stare Podgórze - Kawalerka 25mkw - Nowa inwestycja,490000,PLN,25.04,ONE,GROUND,Podgórze
67815272,3 osobne pokoje z balkonem |prywatne miejsce parkingowe | winda,669000,PLN,53.48,THREE,FIFTH,Mistrzejowice
67784944,Wyjątkowy apartament I 3 pokoje I balkon,2450000,PLN,130.0,THREE,SECOND,Stare Miasto
67851571,"Płaszów, 3 Pokoje, Do Wejścia",859000,PLN,65.97,THREE,FIRST,Podgórze
67784963,Z widokiem na zieleń I klimatyczne poddasze,2290000,PLN,101.5,FIVE,THIRD,Stare Miasto
67784964,Gotowy biznes I wysokie oceny na bookingu,1100000,PLN,41.0,TWO,FIFTH,Stare Miasto
67727226,Inwestycyjnie | ul.Nad Strugą | Prądnik Biały,559000,PLN,35.19,TWO,TENTH,Prądnik Biały
67177655,Kawalerka idealna na wynajem,253000,PLN,16.87,ONE,GROUND,Prądnik Biały
96769828600067,Wyjątkowe mieszkanie z pięknym widokiem,1799000,PLN,77.0,THREE,SECOND,Zwierzyniec
67440576,Ustawna kawalerka przy Pl. Boh. Getta,451000,PLN,26.66,ONE,THIRD,Podgórze
67837978,Wyjątkowe 105 m² | 5 Pokoi | 3 Balkony | Zabłocie,2276000,PLN,106.0,FIVE,SEVENTH,Podgórze
67851497,"Inwestycja, dochód , 3 pokoje, I piętro, Prądnik",799000,PLN,52.36,THREE,FIRST,Prądnik Czerwony
67851495,APARTAMENT | TARAS 37 M2 | RONDO MATECZNEGO | STREFA COWORKINGOWA,789000,PLN,42.5,TWO,FIRST,Podgórze
67851487,Mieszkanie 3 pok. os Boh. Września -Mistrzejowice,619000,PLN,48.5,THREE,THIRD,Mistrzejowice
67652513,"Prądnik Biały, Władysława Łokietka,",780000,PLN,57.03,THREE,,Prądnik Biały
67652489,"Prądnik Biały, ul. Na Mostkach",1450000,PLN,134.44,FIVE,,Prądnik Biały
67851454,2 POKOJE | Inwestycja w centrum Krakowa | 8% ROI| Wysoki standard,979000,PLN,41.0,TWO,SECOND,Stare Miasto
67652535,"Prądnik Biały, Władysława Łokietka,",1320000,PLN,97.59,FOUR,GROUND,Prądnik Biały
67652584,"Mieszkanie, 81,85 m², Kraków",1000000,PLN,81.85,FOUR,,Prądnik Biały
67801359,"3 pokoje | 52,7 m² | do remontu | Prądnik Czerwony",605000,PLN,52.72,THREE,GROUND,Prądnik Czerwony
67798866,"Miejsce, gdzie przygoda dziecka staje się spokojem rodzica",1090000,PLN,61.0,THREE,GROUND,Łagiewniki-Borek Fałęcki
67519442,"Stylowy apartament w sercu Kazimierza, ul. Miodowa",1350000,PLN,65.37,TWO,SECOND,Stare Miasto
67519668,Gotowe do zamieszkania | Bezpośrednio | Wykończone,960000,PLN,52.34,THREE,SECOND,Łagiewniki-Borek Fałęcki
67582765,Bezpośrednio | Okazja | Rabaty!,765560,PLN,42.7,TWO,FIRST,Łagiewniki-Borek Fałęcki
67591405,Bezpośrednio | Gotowe do zamieszkania | Wykończone,765000,PLN,42.2,TWO,FIRST,Czyżyny
67441693,Bezpośrednio | Gotowe do zamieszkania | Wykończone,753000,PLN,42.31,TWO,THIRD,Podgórze
67441702,Bezpośrednio | Gotowe do zamieszkania | Wykończone,761000,PLN,42.05,TWO,FIFTH,Podgórze
67851371,3 pokoje  | klimatyzacja | Stare Podgórze | gotowe do zamieszkania,899000,PLN,60.0,THREE,SECOND,Podgórze
67441707,Bezpośrednio | Okazja! | 0% Prowizji,1089000,PLN,64.06,FOUR,FIFTH,Podgórze
67441714,Bezpośrednio | Gotowe do zamieszkania | Wykończone,630000,PLN,33.32,TWO,FIRST,Podgórze
67682068,Gotowe do zamieszkania | Wykończone | 0% Prowizji,905000,PLN,53.51,THREE,GROUND,Podgórze
67692741,0% Prowizji | Dla rodziny | Rabaty!,1055000,PLN,65.15,FOUR,,Podgórze
67751292,"Kraków, Starowiślna, mieszkanie w kamienicy 47m2",749000,PLN,47.0,TWO,GROUND,Stare Miasto
65792585,3 pokojowe mieszkanie + balkon + msc postojowe - ul. Czerwieńskiego,1015000,PLN,57.28,THREE,FIFTH,Prądnik Biały
67720131,2 pokoje/40m2/ Bronowice,569000,PLN,40.17,TWO,GROUND,Bronowice
67750780,"2 Pokoje + Antresola - RUCZAJ - w pobliżu przystanku ""TORFOWA""",725000,PLN,62.2,TWO,THIRD,Dębniki
67851346,"Osiedle ""Fajny dom"" - 53m2 - okazja bezpośrednio od właściciela",825000,PLN,52.46,TWO,FIRST,Czyżyny
67851333,3-pok/ostatnie piętro/garaż/2 balkony/Ruczaj,949000,PLN,64.39,THREE,FIFTH,Dębniki
67851332,Kraków 4 pokoje pod klucz,1239000,PLN,110.0,FOUR,FIRST,Dębniki
67851272,Sprzedaż| 42m² | miejsce postojowe | Czerwone Maki,650000,PLN,42.44,TWO,FIFTH,Dębniki
67851271,Świetny układ i cena,912000,PLN,66.5,FOUR,FIRST,Prądnik Biały
67713993,"Dla rodziny, 3 pokojowe z balkonem, parking dla mieszkańców, od zaraz!",799000,PLN,58.51,THREE,FIRST,Bieżanów-Prokocim
67851232,2 pokoje | osobna kuchnia | po remoncie | 36 m² |,480000,PLN,35.28,TWO,FOURTH,Bieńczyce
67675264,Nowoczesne 3-pokojowe mieszkanie z 2 balkonami – od właściciela!,899000,PLN,61.5,THREE,THIRD,Dębniki
67851137,"2 pok, balkon, do wejścia, Ugorek",700000,PLN,52.0,TWO,THIRD,Prądnik Czerwony
67851136,2 pok przy parku,735000,PLN,46.0,TWO,FIRST,Bieżanów-Prokocim
67851121,Dwupokojowe mieszkanie z tarasem Prądnik Biały,564800,PLN,35.3,TWO,GROUND,Prądnik Biały
67747225,2 pokoje 53 m² + ogródek 30 m² | Kliny-Zacisze |,599000,PLN,53.0,TWO,GROUND,Podgórze
67778993,Przy Mogilskiej - 2-pokojowe mieszkanie z balkonem na Łaszkiewicza,799999,PLN,36.86,TWO,SIXTH,Prądnik Czerwony
67850952,Wiślane Tarasy 2.0 | apartament 4 pokoje | wysoki standard wykończenia,3136000,PLN,98.0,FOUR,FIRST,Grzegórzki
67850910,"3 pokoje | 62,94 m² | 2 balkony | Mistrzejowice",920000,PLN,62.94,THREE,SECOND,Mistrzejowice
67850900,Duży apartament w centrum miasta,2090000,PLN,113.5,FIVE,FIRST,Podgórze
67850903,2 poziomowe mieszkanie z widokiem na Tatry - nowe,1069000,PLN,122.0,SIX,FIRST,Prądnik Biały
66835057,"Nowe komfortowe 2-pok. z ogrodem. Piltza, Ruczaj",950000,PLN,53.52,TWO,GROUND,Dębniki
67833848,3 pokojowe mieszkanie+komórka+piwnica|Łużycka,749000,PLN,55.7,THREE,FIRST,Podgórze Duchackie
67280463,Dwupak inwestycyjny na sprzedaż!,1099000,PLN,59.18,FOUR,,Prądnik Biały
67718998,APARTAMENT z widokiem na WAWEL – SPRZEDAŻ BEZPOŚREDNIA 70 m² TARAS,1460000,PLN,70.0,THREE,SECOND,Stare Miasto
96744057600067,Ustawna kawalerka przy Pl. Boh. Getta,451000,PLN,26.66,ONE,THIRD,Podgórze
67850807,Nowa Huta | Bieńczyce | os. Strusia ⭐ 2 pok.  44m2 // DO WEJŚCIA,615000.0,PLN,44.25,TWO,THIRD,Bieńczyce
67850776,Telimeny 3-pok trójstronne jasne mieszkanie z 2 balkonami,899000.0,PLN,62.5,THREE,FIRST,Bieżanów-Prokocim
67849883,3 pokoje przy parku  garaż  słoneczne  bez PCC,739000.0,PLN,51.05,THREE,FIRST,Podgórze
66311949,"Nowa Pszczelna, 2 pokoje na 45,93 m2",711915.0,PLN,45.93,TWO,FIRST,Dębniki
67809348,3 pokojowe mieszkanie z dwoma ogródkami ul. Wielicka/ Nowosądecka,895900.0,PLN,57.8,THREE,GROUND,Bieżanów-Prokocim
67850666,Ostatnie 3 pokoje w kameralnej inwestycji,790000.0,PLN,50.0,THREE,SECOND,Łagiewniki-Borek Fałęcki
67708362,2-pokojowe z ogródkiem | Górka Narodowa | Banacha,629000.0,PLN,42.63,TWO,GROUND,Prądnik Biały
67850600,Mieszkanie 2 pokojowe w spokojnej okolicy,460000.0,PLN,35.3,TWO,FIRST,Prądnik Czerwony
67850615,Kameralny Ruczaj | mieszkanie 5-pok. | B15/16,1795500.0,PLN,119.7,FIVE,GROUND,Dębniki
67759949,"3 pokojowe mieszkanie w spokojnej lokalizacji, blisko tramwaj",730000.0,PLN,60.0,THREE,FOURTH,Prądnik Biały
67850540,Nowe/52m2/Tramwaj/3km do centrum/0% prowizji i Pcc,805014.0,PLN,52.0,THREE,SECOND,Prądnik Biały
67850538,"Nowe/2pok/3,5km do centrum/0% prowizji i Pcc",632601.0,PLN,40.6,TWO,SECOND,Prądnik Biały
67504654,3-pokojowe mieszkanie 73m2 + balkon,1116947.0,PLN,73.97,THREE,FIRST,Dębniki
67850533,Pakiet 11 Gotowych Mieszkań | Krótki Termin|Planty,4258000.0,PLN,250.0,MORE,FIRST,Stare Miasto
67655611,Nowoczesny apartament centrum Krakowa/Kazimierz,1500000.0,PLN,60.0,TWO,FOURTH,Stare Miasto
67761611,Młyny Mogilska | Apartament z klimatem loftu i dwoma ogródkami,1329000.0,PLN,51.0,THREE,GROUND,Prądnik Czerwony
67803647,4 pokojowe z 3 tarasami na Woli,2900000.0,PLN,123.0,FOUR,THIRD,Zwierzyniec
67689974,Bez prowizji! 3 pokoje-63 m2 z dużym ogrodem 81m2,1028280.0,PLN,62.7,THREE,GROUND,Prądnik Biały
67800288,Osoba kuchnia | 2 pokoje z balkonem i piwnicą | os. Bohaterów Września,640560.0,PLN,50.24,TWO,SIXTH,Mistrzejowice
67496082,"Wysoki standard wykończenia, kameralnie, cicho • Bez PCC, bezpośrednio",1595000.0,PLN,68.14,THREE,GROUND,Krowodrza
67850417,OKAZJA/3pok/Balkon/58m2/Gotowe/0% prowizji,875152.0,PLN,58.85,THREE,FIRST,Prądnik Biały
67850415,Nowe/2pok/Od dewelopera/Gotowe/Bez prowizji i Pcc,597015.0,PLN,35.16,TWO,SECOND,Prądnik Biały
67850416,Nowe/Gotowe/4pok/Ogórdek/Garaż/Bez prowizji i Pcc,1086478.0,PLN,79.35,FOUR,GROUND,Prądnik Biały
67850414,2pok z ogórdkiem - 200m do tramwaju - Do odbioru,674807.0,PLN,43.91,TWO,GROUND,Prądnik Biały
67715375,2 pokoje | Balkon | Klimatyzacja | Idealne pod inwestycję | Kraków,749900.0,PLN,43.0,TWO,FOURTH,Prądnik Czerwony
67850386,Wygodne mieszkanie 2 pokojowe + duży balkon; bezp. od właściciela,825000.0,PLN,50.0,TWO,FIRST,Prądnik Biały
67377081,Mieszanie numer 35,599000.0,PLN,49.49,TWO,GROUND,Bieżanów-Prokocim
67613504,Słoneczne mieszkanie z dużą sypialnią i dwoma balkonami - Bronowice,891426.0,PLN,51.8,TWO,FIRST,Bronowice
67528983,Glogera 32 | mieszkanie 3-pok. | M07,829000.0,PLN,55.75,THREE,GROUND,Prądnik Biały
65273025,3-pokojowe mieszkanie 66m2 + 2 balkony | miejsce postojowe GRATIS,1003730.0,PLN,66.96,THREE,SECOND,Prądnik Biały
67427401,4 pokojowe mieszkanie z ogródkiem i miejscem post.,1349000.0,PLN,77.43,FOUR,GROUND,Podgórze Duchackie
67462082,"3 pokoje, gotowe do wejścia, loggia, miejsce post.",1240000.0,PLN,68.95,THREE,GROUND,Czyżyny
67662072,3 pokoje 61 m² balkon i komórka gotowe do wejścia,749000.0,PLN,60.87,THREE,THIRD,Swoszowice
67339068,"Apartament inwestycyjny | 23,39 m² | Roi 5,35 %",449000.0,PLN,23.39,ONE,SECOND,Dębniki
67725300,"53,94 m2 mieszkanie -  ul. Kobierzyńska",803706.0,PLN,53.94,THREE,FIRST,Dębniki
66904419,"2-pokojowe mieszkanie 46 m2 + balkon 7 m2, Bezpośrednio",700407.5,PLN,46.85,TWO,THIRD,Dębniki
65262872,Wzgórze Krzemionki II | mieszkanie 3-pok. | 21,1039995.0,PLN,63.03,THREE,SECOND,Podgórze
67204921,Zgodna Park | mieszkanie 2-pok. |ogródek| I1,770770.0,PLN,70.07,TWO,GROUND,Mogilany
67365563,"5-pokojowy apartament 106,82m2 na IV piętrze z balkonami",2990960.0,PLN,106.82,FIVE,FOURTH,Podgórze
